# Verification checkpoints for the 196 reverse-and-add sequence.
# Source: https://www.p196.org/html/verification.html (cross-verified by the
# site owner across two independent machines/programs, Dec 2010).
# Format: digit_count,iteration,first_25_digits
#
# NOTE: the source table's row "187,000,000 | 449,343,164 | ..." reuses the
# exact same iteration number as the row above it (186,000,000 digits).
# That's internally inconsistent (one iteration can't produce two different
# digit counts) -- almost certainly a transcription error on the original
# site. That row is deliberately omitted here rather than used for validation.
121000000,292311641,1077725969274592498575304
122000000,294727521,1021367585335991684990409
123000000,297143533,1357593504958409900797997
124000000,299557657,1764378472069655752133500
125000000,301974027,1884349195617554876361307
126000000,304389137,1814691856257280526407595
127000000,306805299,1309531209941831133045217
128000000,309221256,1189989613884366553921768
129000000,311637141,1395051195770820383642774
130000000,314052527,1771135333660318106892108
131000000,316468413,1778391702927079758653571
132000000,318884030,1012725947322424967634762
133000000,321299093,1121041007140108077870210
134000000,323715600,1847779323392555637004235
135000000,326131076,1280083196671448796316209
136000000,328547998,1729238936136697427548393
137000000,330963887,1597118719384752284695424
138000000,333379370,1774619990337551728717581
139000000,335795486,1617678254614088001034677
140000000,338210775,1644699407125444079404186
141000000,340626948,1327486016146262830536853
142000000,343043659,1327710752846177644901575
143000000,345459815,1596411840598771306167516
144000000,347875673,1730214275086980347571340
145000000,350292487,1718265558795616271668352
146000000,352708290,1312106668717122045265595
147000000,355125177,1767142633789771140100238
148000000,357540909,1600598556023084120548792
149000000,359956876,1642997003809356893180691
150000000,362372813,1314637152473183654990226
151000000,364788891,1188332537874075530304529
152000000,367204161,1073006369604535918485472
153000000,369619640,1859555702340902960335797
154000000,372035743,1760875634779847532377788
155000000,374450389,1771357398392101622859349
156000000,376866208,1023524464013606297309847
157000000,379281305,1142611035475515082947139
158000000,381697126,1638277710993139992025743
159000000,384113355,1142471351629698087522809
160000000,386529610,1681205753431630755947393
161000000,388944754,1025169762868649578809387
162000000,391360944,1056390811637837662190790
163000000,393776305,1818281510468184428404022
164000000,396192233,1017374370556308805985779
165000000,398607648,1992009903767606779381369
166000000,401023403,1329054188054981518112269
167000000,403439651,1316910951280828179910916
168000000,405856956,1327045841005308772401100
169000000,408272435,1076970507213999804808448
170000000,410688792,1321151759791130796049814
171000000,413104065,1198549725898726826143301
172000000,415517439,1325272168128847516405635
173000000,417933403,1589743019357954569195326
174000000,420349873,1790003513535215165183808
175000000,422765244,1312399913323475917294279
176000000,425181055,1769432898013976506388766
177000000,427599027,1818626607326632254471135
178000000,430016536,1326521712418739845238528
179000000,432433414,1756008571102755130842700
180000000,434849911,1080033386138916259428564
181000000,437267293,1329090739338784333341325
182000000,439682132,1133666960819913715481109
183000000,442097346,1387429023786513990346910
184000000,444512168,1321031053840463298205400
185000000,446927453,1841359440807157555745530
186000000,449343164,1436621873243350049254447
188000000,454174655,1645558013977187718195235
189000000,456588593,1634325347132490436204748
190000000,459004983,1343550229273330059631588
191000000,461419218,1059776527743508311624176
192000000,463835090,1050534741172605814636542
193000000,466250388,1029883359151196593470782
194000000,468667675,1778455050891958552858248
195000000,471085391,1099325204644556770554785
196000000,473503339,1153735022700273560598532
197000000,475919151,1724946300386006686906998
198000000,478335425,1714396635836795679955072
199000000,480750860,1331657446855898449041806
200000000,483166859,1799071225594998429967931
201000000,485581911,1108284260244640194542287
202000000,487996904,1196020372202958470929067
203000000,490413021,1046351701504472273576819
204000000,492829843,1644462350518600021444956
205000000,495245922,1646167982208731045769174
206000000,497662056,1877755165049243939821476
206967875,500000000,8918589423163331686495122
207000000,500077852,1797488733775233079132274
208000000,502495484,1744941635998996581169339
209000000,504913664,1792907222802001951438933
210000000,507329950,1771175645046732089097139
211000000,509745400,1843704293845284058481146
212000000,512162233,1982904778200990006745751
213000000,514577796,1846165739251682244770519
214000000,516992665,1512971247633930532350888
215000000,519408582,1725317666128036787316284
216000000,521825691,1360831732483998591800659
217000000,524242175,1816927139005667363497058
218000000,526658409,1561620443180033117533292
219000000,529075350,1319808959325670088638232
220000000,531491865,1634273529758445307189566
221000000,533907350,1110877014860707713184428
222000000,536322341,1135599357769221630012377
223000000,538737263,1314487905309579712064310
224000000,541153446,1776752824611635706720478
225000000,543569184,1386065459714198997653566
226000000,545986095,1752395420852108596738179
227000000,548402519,1014834823371790173254625
228000000,550818415,1016277544726554817059913
229000000,553233019,1019406864798804620082115
230000000,555650203,1706148909500958140200122
231000000,558065511,1844448649515508246479390
232000000,560480471,1192405340671479434412558
233000000,562896706,1778095873670909753059975
234000000,565311914,1370675801717563608722225
300000000,724756966,1026597650727484099914982
325000000,785147039,1776200194178200876739710
350000000,845541500,1810506203693027164318537
375000000,905939525,1634027200677038929973552
413930770,1000000000,3932472453326071578739224
