# Verification checkpoints for the 196 reverse-and-add sequence.
# Source: https://www.p196.org/html/verification.html (cross-verified by the
# site owner across two independent machines/programs, Dec 2010).
# Format: digit_count,iteration,first_25_digits
#
# NOTE: the source table's row "187,000,000 | 449,343,164 | ..." reuses the
# exact same iteration number as the row above it (186,000,000 digits).
# That's internally inconsistent (one iteration can't produce two different
# digit counts) -- almost certainly a transcription error on the original
# site. That row is deliberately omitted here rather than used for validation.
1000000,2415836,1321620866345900792403087
2000000,4830292,1771479103435526006981020
2000244,4830868,4966682241339127981797944
3000000,7245928,1572127370436337959801040
4000000,9662071,1189951505503730299942650
5000000,12078865,1786916673224171246235654
6000000,14495294,1717694931286918098671266
7000000,16911863,1370104827081045647878991
8000000,19327667,1019762622265770924957665
9000000,21744278,1877698672190182856774072
10000000,24159531,1570638871513424055539043
11000000,26574642,1552863515777339147880472
12000000,28991159,1094658057189398961997993
13000000,31408295,1570104209676429293120872
14000000,33824775,1760057992641613493083452
14000008,33824793,4479163772166847272965861
15000000,36240602,1031240279852766564723228
16000000,38655227,1765950614893173230506692
17000000,41070365,1326956429587373980563323
18000000,43487182,1023601015155152788222220
19000000,45901512,1061077962735256900716595
20000000,48316988,1055357468774267123532056
21000000,50732545,1366299557692634038868234
22000000,53148015,1618818677775920355359715
23000000,55565809,1314877753155237116425525
24000000,57982436,1011377187109780706245147
25000000,60398130,1090994049526433659630228
26000000,62816046,1117977825788778867038244
27000000,65231462,1076857885074947084574730
28000000,67648377,1823526487861564244724874
29000000,70067270,1751451457695893086640504
30000000,72482579,7983997334581381745393030
31000000,74899358,1782282447580070383893664
32000000,77314955,1758023338115480171010379
33000000,79731034,1191494564496990603108460
34000000,82145364,1776180000353277502063208
35000000,84563227,9667719580493752405737223
36000000,86979674,1260718990353737727166287
37000000,89397247,1713947301231045001039844
38000000,91812894,1083367793408406027652822
39000000,94228899,1723587855017460734098176
40000000,96645213,1796080271215504475068003
41000000,99061141,1312344045189134863351509
41388546,100000000,9974438904743885498437291
42000000,101476346,1323537379287526648818853
43000000,103893138,1435691352112910044161238
44000000,106309010,1782430225531195634814511
44444444,107382665,1834222638993065199417095
45000000,108723539,1754201184575564515873759
46000000,111138308,1031943459984297079060569
47000000,113554695,1714140231595266216147023
48000000,115969543,1027319277035757930071344
49000000,118387016,1682327227245818701228607
50000000,120802305,1132236530787968938016671
51000000,123218044,7189775322254585819022781
51737154,125000000,1407502882820027975246439
52000000,125634154,1328004039944465751897404
53000000,128050160,1359977662868610427305071
54000000,130463975,1881923366313273415179428
55000000,132880223,1033298508834332407949161
56000000,135295252,1753668819826260460568993
57000000,137712060,1618620689808652775577199
58000000,140128242,1775871269524132894299290
59000000,142544153,1609879637228067420870014
60000000,144958406,1960882487804145715718858
61000000,147375122,1727971809395357592464645
62000000,149790895,1715004244814853908992584
62086375,150000000,1642624515892626147533628
63000000,152207835,1776989222706458077880113
64000000,154623289,1051257477717223642530126
65000000,157038002,1780395318130583334332747
66000000,159455103,1511850227165859502646376
67000000,161871411,1595889760479982515515654
68000000,164287044,1771960332000080473579801
69000000,166704687,1757016083265992389585326
70000000,169121766,1315049565144120454520311
71000000,171538507,1809597642702333754908891
72000000,173953453,1015802779684755714656655
72433237,175000000,1316559584457038932346512
73000000,176368856,1632106585426253096555012
74000000,178784747,1986111000106825979146786
75000000,181199797,1008705138345884691746272
76000000,183616094,1198699207272219566300138
77000000,186032643,1352672193204568014634580
78000000,188447228,1776756206228864215556798
79000000,190862368,1721124162365259992368277
80000000,193277613,1276307469099717799141965
81000000,195693825,1808312984821215632848674
82000000,198109015,1012480217638681141201751
83000000,200524477,1319596114795897939644010
84000000,202939323,1475989142103872062172123
85000000,205355672,1751939135396043222508585
86000000,207771197,1838830663332309393661252
87000000,210186316,1776793449035037308767206
88000000,212602940,1763659752403662711071184
89000000,215018872,1175499636497806735606789
90000000,217433686,1315668188291812932328716
91000000,219850418,1818340855113748165713548
92000000,222266315,1028371706886347137074883
93000000,224680750,1440330481696796849948050
94000000,227095084,1046866858222464987946767
95000000,229512704,1766913757711631595955714
96000000,231928518,1368479950294739386391187
97000000,234344371,1362828111646940179935559
98000000,236759404,1881507588454484016602013
99000000,239175318,1032406741781114441023479
100000000,241590277,1768299281546132721740051
101000000,244006839,1592228315604702996112807
102000000,246423282,1032307672289521340027980
103000000,248840359,1728363664385978446379558
104000000,251254880,1371628576057332728611441
105000000,253670404,1408171282423797037195446
106000000,256084270,1010961355482533511759009
107000000,258498530,1775655571279791294879229
108000000,260914435,1034968781871203163914679
109000000,263328945,1834854968067461127800545
110000000,265745475,1276319349159512469971672
111000000,268160697,1636030357158473358172278
112000000,270575863,1778781020534052343845183
113000000,272991794,1776694520310345481883637
114000000,275405890,1838339385684762471833877
115000000,277820730,1062513163198909662417864
116000000,280236256,1342599540844045251109166
117000000,282651618,1726560261621573127603656
118000000,285066604,1065645149596777550426168
119000000,287481429,1369987370648582204968231
120000000,289896907,1364754677893412956617791
